Date,Time,Region,Spot,Wave_Height_ft,Surfline_Wave_Height_ft,Wind_Direction,Wind_Strength_mph,Observation_Type,Entered_By,Notes
4/23/2026,5:00:00 PM,Northern California,Steamer Lane Point,3-5,3-4,,,Online Cam,Garrett,
4/23/2026,9:00:00 AM,Northern California,Steamer Lane Indicators,1-2,,,,Online Cam,Garrett,
4/23/2026,5:00:00 PM,Northern California,Steamer Lane Indicators,0-1,,,,Online Cam,Garrett,
4/23/2026,9:00:00 AM,Northern California,Mitchell's,2-4,2-3,,,Online Cam,Garrett,
4/23/2026,5:00:00 PM,Northern California,Mitchell's,1-2,3-4,,,Online Cam,Garrett,
4/24/2026,7:00:00 AM,Northern California,Manresa,1-3,2-3,,,Online Cam,Garrett,
4/24/2026,5:00:00 PM,Northern California,Manresa,1-3,2-3,,,Online Cam,Garrett,
4/24/2026,7:00:00 AM,Northern California,Capitola,0-1,1-2,,,Online Cam,Garrett,
4/24/2026,5:00:00 PM,Northern California,Capitola,0-1,2-3,,,Online Cam,Garrett,
4/24/2026,7:00:00 AM,Northern California,The Hook,0-2,1-2,,,Online Cam,Garrett,
4/24/2026,5:00:00 PM,Northern California,The Hook,1-3,1-2,,,Online Cam,Garrett,
4/24/2026,7:00:00 AM,Northern California,Pleasure Point Jacks,1-3,2-3,,,Online Cam,Garrett,
4/24/2026,5:00:00 PM,Northern California,Pleasure Point Jacks,1-3,1-2,,,Online Cam,Garrett,
4/24/2026,7:00:00 AM,Northern California,Pleasure Point Second Peak,2-3,3-4,,,Online Cam,Garrett,
4/24/2026,5:00:00 PM,Northern California,Pleasure Point Second Peak,2-4,3-4,,,Online Cam,Garrett,
4/24/2026,7:00:00 AM,Northern California,Pleasure Point First Peak,3-4,3-4,,,Online Cam,Garrett,
4/24/2026,5:00:00 PM,Northern California,Pleasure Point First Peak,3-4,3-4,,,Online Cam,Garrett,
4/24/2026,7:00:00 AM,Northern California,Pleasure Point Sewers,3-4,3-4,,,Online Cam,Garrett,
4/24/2026,5:00:00 PM,Northern California,Pleasure Point Sewers,3-4,3-4,,,Online Cam,Garrett,
4/24/2026,7:00:00 AM,Northern California,26th Ave,1-2,2-3,,,Online Cam,Garrett,
4/24/2026,5:00:00 PM,Northern California,26th Ave,2-4,3-4,,,Online Cam,Garrett,
4/24/2026,7:00:00 AM,Northern California,Cowells,0,0-1,,,Online Cam,Garrett,
4/24/2026,5:00:00 PM,Northern California,Cowells,0,0-1,,,Online Cam,Garrett,
4/24/2026,7:00:00 AM,Northern California,Steamer Lane Middle Peak,0,3-4,,,Online Cam,Garrett,
4/24/2026,5:00:00 PM,Northern California,Steamer Lane Middle Peak,0,3-4,,,Online Cam,Garrett,
4/24/2026,7:00:00 AM,Northern California,Steamer Lane Point,3-4,3-4,,,Online Cam,Garrett,
4/24/2026,5:00:00 PM,Northern California,Steamer Lane Point,3-4,3-4,,,Online Cam,Garrett,
4/24/2026,7:00:00 AM,Northern California,Steamer Lane Indicators,0-1,,,,Online Cam,Garrett,
4/24/2026,5:00:00 PM,Northern California,Steamer Lane Indicators,0-1,,,,Online Cam,Garrett,
4/24/2026,7:00:00 AM,Northern California,Mitchell's,1-2,2-3,,,Online Cam,Garrett,
4/24/2026,10:00:00 AM,Northern California,Mitchell's,3-4,2-3,,,Online Cam,Garrett,
5/3/2026,7:30:00 AM,Northern California,Waddell Creek Reef,3-5,3-4,,,Standing on shore,Garrett,
5/3/2026,7:30:00 AM,Northern California,Waddell Creek Beach,3-4,3-4,,,Standing on shore,Garrett,
5/3/2026,7:30:00 AM,Northern California,Scott Creek,3-5,3-4,,,Standing on shore,Garrett,
5/4/2026,6:00:00 AM,Northern California,Waddell Creek Reef,3-4,4-5,,,Standing on shore,Garrett,
5/4/2026,6:00:00 AM,Northern California,Waddell Creek Beach,3-5,4-5,,,Standing on shore,Garrett,
5/4/2026,7:00:00 AM,Northern California,Scott Creek,4-5,4-5,,,Standing on shore,Garrett,
5/4/2026,7:15:00 AM,Northern California,Davenport Landing,4-5,4-6,,,Standing on shore,Garrett,
5/4/2026,7:30:00 AM,Northern California,Four Mile,3-4,4-5,,,Standing on shore,Garrett,
5/4/2026,7:45:00 AM,Northern California,Swift Street,3-4,4-5,,,Standing on shore,Garrett,
5/4/2026,7:45:00 AM,Northern California,Mitchell's,1-2,3-4,,,Standing on shore,Garrett,
5/4/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,4-6,4-6,,,Standing on shore,Garrett,
5/4/2026,8:00:00 AM,Northern California,Steamer Lane Point,4-5,4-6,,,Standing on shore,Garrett,
5/4/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,1-2,,,,Standing on shore,Garrett,
5/4/2026,11:00:00 AM,Northern California,Steamer Lane Middle Peak,6-7,5-7,,,Online Cam,Garrett,
5/4/2026,11:00:00 AM,Northern California,Steamer Lane Point,4-6,5-7,,,Online Cam,Garrett,
5/4/2026,11:00:00 AM,Northern California,Steamer Lane Indicators,2-4,,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Cowells,0.5,0.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Pleasure Point Privates,1,1.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Capitola,1,0.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Pleasure Point The Hook,1,1.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Pleasure Point Jacks,1.5,1.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Mitchell's,1.5,2.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Steamer Lane Indicators,1.5,,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Pacifica Linda Mar,2,1.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,26th Ave,2.5,3.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Montara,3,2.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Manresa,3,3.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Pacifica Linda Mar North,3,2.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Ocean Beach South,3.5,4.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Pleasure Point Second Peak,3.5,3.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Pleasure Point Sewers,4,3.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Steamer Lane Middle Peak,4,3.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Steamer Lane Point,4,3.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Pleasure Point First Peak,4,3.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Ocean Beach North,4.5,3.5,,,Online Cam,Garrett,
5/5/2026,9:00:00 AM,Northern California,Ocean Beach Central,5,4.5,,,Online Cam,Garrett,
5/6/2026,6:00:00 AM,Northern California,Steamer Lane Middle Peak,0,2-3,,,Standing on shore,Garrett,
5/6/2026,6:00:00 AM,Northern California,Steamer Lane Point,1-2,2-3,,,Standing on shore,Garrett,
5/6/2026,6:00:00 AM,Northern California,Steamer Lane Indicators,0-1,,,,Standing on shore,Garrett,
5/6/2026,6:00:00 AM,Northern California,Mitchell's,0-1,2-3,,,Standing on shore,Garrett,
5/6/2026,6:00:00 AM,Northern California,Swift Street,0-1,3-4,,,Standing on shore,Garrett,
5/6/2026,6:00:00 AM,Northern California,Natural Bridges,1,2-3,,,Standing on shore,Garrett,
5/6/2026,6:00:00 AM,Northern California,Davenport Landing,2-3,3-4,,,Surfing,Garrett,
5/6/2026,7:00:00 AM,Northern California,Cowells,0.5,0.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Natural Bridges,1,,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Pleasure Point Sewers,3.5,2.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Steamer Lane Point,2.5,2.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Pleasure Point Privates,1,1.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Pacifica Linda Mar,1,0.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Pleasure Point First Peak,2.5,2.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Three Mile,2.5,3.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Ocean Beach North,3.5,2.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Four Mile,2.5,3.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Ocean Beach Central,3,2.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,26th Ave,1.5,3.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Pleasure Point Second Peak,2.5,2.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Capitola,1,0.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Manresa,1.5,2.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Pleasure Point Jacks,1.5,1.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Pacifica Linda Mar North,2.5,1.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Ocean Beach South,2.5,3.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Pleasure Point The Hook,1,1.5,,,Online Cam,Garrett,
5/6/2026,7:00:00 AM,Northern California,Scott Creek,3,3.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,26th Ave,3,2.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Capitola,1,0.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Cowells,0.5,0.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Manresa,2,2.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Mitchells,1,2.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Natural Bridges,1.5,2.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Ocean Beach Central,4,4.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Ocean Beach North,4,3.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Ocean Beach South,4,4.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Pacifica Linda Mar,2,1.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Pacifica Linda Mar North,2.5,3.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Pleasure Point First Peak,3.5,2.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Pleasure Point Jacks,1,1.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Pleasure Point Privates,1.5,1.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Pleasure Point Second Peak,2.5,2.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Pleasure Point Sewers,4,2.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Pleasure Point The Hook,1.5,1.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Steamer Lane Indicators,0.5,,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Steamer Lane Middle Peak,3.5,3.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Steamer Lane Point,3.5,3.5,,,Online Cam,Garrett,
5/7/2026,11:30:00 AM,Northern California,Wind and Sea,3,2.5,,,Online Cam,Garrett,
5/9/2026,9:00:00 AM,Northern California,Santa Maria,1,,,,Standing on shore,Garrett,
5/9/2026,9:30:00 AM,Northern California,26th Ave,1,2.5,,,Standing on shore,Garrett,
5/9/2026,9:30:00 AM,Northern California,Blacks,1,1.5,,,Online Cam,Garrett,
5/9/2026,9:30:00 AM,Northern California,Capitola,0.5,0.5,,,Online Cam,Garrett,
5/9/2026,9:30:00 AM,Northern California,Cowells,0.1,0.5,,,Online Cam,Garrett,
5/9/2026,9:30:00 AM,Northern California,Manresa,2,2.5,,,Online Cam,Garrett,
5/9/2026,9:30:00 AM,Northern California,Mitchells,0.5,1.5,,,Online Cam,Garrett,
5/9/2026,9:30:00 AM,Northern California,Ocean Beach Central,3.5,3.5,,,Online Cam,Garrett,
5/9/2026,9:30:00 AM,Northern California,Ocean Beach North,3,3.5,,,Online Cam,Garrett,
5/9/2026,9:30:00 AM,Northern California,Ocean Beach South,2,3.5,,,Online Cam,Garrett,
5/9/2026,9:30:00 AM,Northern California,Pacifica Linda Mar,1.5,1.5,,,Online Cam,Garrett,
5/9/2026,9:30:00 AM,Northern California,Pacifica Linda Mar North,2,2.5,,,Online Cam,Garrett,
5/9/2026,9:30:00 AM,Northern California,Pleasure Point First Peak,1,2.5,,,Standing on shore,Garrett,
5/9/2026,9:30:00 AM,Northern California,Pleasure Point Jacks,1,1.5,,,Standing on shore,Garrett,
5/9/2026,9:30:00 AM,Northern California,Pleasure Point Privates,0.5,0.5,,,Standing on shore,Garrett,
5/9/2026,9:30:00 AM,Northern California,Pleasure Point Rockview,1,1.5,,,Standing on shore,Garrett,
5/9/2026,9:30:00 AM,Northern California,Pleasure Point Second Peak,1,2.5,,,Standing on shore,Garrett,
5/9/2026,9:30:00 AM,Northern California,Pleasure Point Sewers,2.5,2.5,,,Standing on shore,Garrett,
5/9/2026,9:30:00 AM,Northern California,Pleasure Point The Hook,0.5,0.5,,,Standing on shore,Garrett,
5/9/2026,9:30:00 AM,Northern California,Steamer Lane Indicators,0.5,,,,Online Cam,Garrett,
5/9/2026,9:30:00 AM,Northern California,Steamer Lane Middle Peak,2.5,2.5,,,Online Cam,Garrett,
5/9/2026,9:30:00 AM,Northern California,Steamer Lane Point,2.5,2.5,,,Online Cam,Garrett,
5/9/2026,9:30:00 AM,Northern California,Swift Street,1,2.5,,,Online Cam,Garrett,
5/9/2026,9:30:00 AM,Northern California,Wind and Sea,1,1.5,,,Standing on shore,Garrett,
5/19/2026,8:00:00 AM,Northern California,Manresa,3.5,3.5,,,Online Cam,Garrett,
5/19/2026,2:00:00 PM,Northern California,Manresa,4.5,3.5,,,Online Cam,Garrett,
5/19/2026,6:30:00 PM,Northern California,Manresa,4,3.5,,,Online Cam,Garrett,
5/20/2026,8:00:00 AM,Northern California,Manresa,3.5,3.5,,,Online Cam,Garrett,
5/20/2026,2:00:00 PM,Northern California,Manresa,3.5,3.5,,,Online Cam,Garrett,
5/20/2026,6:30:00 PM,Northern California,Manresa,3.5,3.5,,,Online Cam,Garrett,
5/21/2026,9:30:00 AM,Northern California,Manresa,2.5,3.5,,,Online Cam,Garrett,
5/21/2026,2:00:00 PM,Northern California,Manresa,2.5,3.5,,,Online Cam,Garrett,
5/21/2026,6:30:00 PM,Northern California,Manresa,1.5,3.5,,,Online Cam,Garrett,
5/22/2026,8:00:00 AM,Northern California,Manresa,2,2.5,,,Online Cam,Garrett,
5/22/2026,2:00:00 PM,Northern California,Manresa,1.5,2.5,,,Online Cam,Garrett,
5/22/2026,6:30:00 PM,Northern California,Manresa,1,2.5,,,Online Cam,Garrett,
5/23/2026,8:00:00 AM,Northern California,Manresa,1,2.5,,,Online Cam,Garrett,
5/23/2026,2:00:00 PM,Northern California,Manresa,2,2.5,,,Online Cam,Garrett,
5/19/2026,8:00:00 AM,Northern California,Capitola,0.5,0.5,,,Online Cam,Garrett,
5/19/2026,2:00:00 PM,Northern California,Capitola,0.5,0.5,,,Online Cam,Garrett,
5/19/2026,6:30:00 PM,Northern California,Capitola,1,1.5,,,Online Cam,Garrett,
5/20/2026,8:00:00 AM,Northern California,Capitola,1,1.5,,,Online Cam,Garrett,
5/20/2026,2:00:00 PM,Northern California,Capitola,1,1.5,,,Online Cam,Garrett,
5/20/2026,6:30:00 PM,Northern California,Capitola,1.5,1.5,,,Online Cam,Garrett,
5/21/2026,9:30:00 AM,Northern California,Capitola,1,1.5,,,Online Cam,Garrett,
5/21/2026,2:00:00 PM,Northern California,Capitola,1,1.5,,,Online Cam,Garrett,
5/21/2026,6:30:00 PM,Northern California,Capitola,1,0.5,,,Online Cam,Garrett,
5/22/2026,8:00:00 AM,Northern California,Capitola,1,0.5,,,Online Cam,Garrett,
5/22/2026,2:00:00 PM,Northern California,Capitola,2,0.5,,,Online Cam,Garrett,
5/22/2026,6:30:00 PM,Northern California,Capitola,1.5,0.5,,,Online Cam,Garrett,
5/23/2026,8:00:00 AM,Northern California,Capitola,2,0.5,,,Online Cam,Garrett,
5/23/2026,2:00:00 PM,Northern California,Capitola,1.5,0.5,,,Online Cam,Garrett,
5/19/2026,8:00:00 AM,Northern California,Privates,1.5,1.5,,,Online Cam,Garrett,
5/19/2026,2:00:00 PM,Northern California,Privates,0.5,2.5,,,Online Cam,Garrett,
5/19/2026,6:30:00 PM,Northern California,Privates,0.5,2.5,,,Online Cam,Garrett,
5/20/2026,8:00:00 AM,Northern California,Privates,2,1.5,,,Online Cam,Garrett,
5/20/2026,2:00:00 PM,Northern California,Privates,2.5,2.5,,,Online Cam,Garrett,
5/20/2026,6:30:00 PM,Northern California,Privates,2.5,2.5,,,Online Cam,Garrett,
5/21/2026,8:00:00 AM,Northern California,Privates,2.5,1.5,,,Online Cam,Garrett,
5/21/2026,2:00:00 PM,Northern California,Privates,2.5,2.5,,,Online Cam,Garrett,
5/21/2026,6:30:00 PM,Northern California,Privates,3,2.5,,,Online Cam,Garrett,
5/22/2026,9:30:00 AM,Northern California,Privates,2,2.5,,,Online Cam,Garrett,
5/22/2026,2:00:00 PM,Northern California,Privates,2.5,1.5,,,Online Cam,Garrett,
5/22/2026,6:30:00 PM,Northern California,Privates,2.5,1.5,,,Online Cam,Garrett,
5/23/2026,8:00:00 AM,Northern California,Privates,1.5,1.5,,,Online Cam,Garrett,
5/23/2026,2:00:00 PM,Northern California,Privates,1.5,1.5,,,Online Cam,Garrett,
5/19/2026,8:00:00 AM,Northern California,Pleasure Point Jacks,0.5,1.5,,,Online Cam,Garrett,
5/19/2026,2:00:00 PM,Northern California,Pleasure Point Jacks,2,1.5,,,Online Cam,Garrett,
5/19/2026,6:30:00 PM,Northern California,Pleasure Point Jacks,1.5,1.5,,,Online Cam,Garrett,
5/20/2026,8:00:00 AM,Northern California,Pleasure Point Jacks,1,1.5,,,Online Cam,Garrett,
5/20/2026,2:00:00 PM,Northern California,Pleasure Point Jacks,1,1.5,,,Online Cam,Garrett,
5/20/2026,6:30:00 PM,Northern California,Pleasure Point Jacks,1,1.5,,,Online Cam,Garrett,
5/21/2026,8:00:00 AM,Northern California,Pleasure Point Jacks,1,1.5,,,Online Cam,Garrett,
5/21/2026,2:00:00 PM,Northern California,Pleasure Point Jacks,1.5,1.5,,,Online Cam,Garrett,
5/21/2026,6:30:00 PM,Northern California,Pleasure Point Jacks,2,1.5,,,Online Cam,Garrett,
5/22/2026,9:30:00 AM,Northern California,Pleasure Point Jacks,1,1.5,,,Online Cam,Garrett,
5/22/2026,2:00:00 PM,Northern California,Pleasure Point Jacks,2,1.5,,,Online Cam,Garrett,
5/22/2026,6:30:00 PM,Northern California,Pleasure Point Jacks,2,1.5,,,Online Cam,Garrett,
5/23/2026,8:00:00 AM,Northern California,Pleasure Point Jacks,1.5,1.5,,,Online Cam,Garrett,
5/23/2026,2:00:00 PM,Northern California,Pleasure Point Jacks,2,1.5,,,Online Cam,Garrett,
5/19/2026,8:00:00 AM,Northern California,Pleasure Point Second Peak,2,2.5,,,Online Cam,Garrett,
5/19/2026,8:00:00 AM,Northern California,Pleasure Point First Peak,2,2.5,,,Online Cam,Garrett,
5/19/2026,8:00:00 AM,Northern California,Pleasure Point Sewers,3,2.5,,,Online Cam,Garrett,
5/19/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,4,3.5,,,Online Cam,Garrett,
5/19/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,4,3.5,,,Online Cam,Garrett,
5/19/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,4.5,3.5,,,Online Cam,Garrett,
5/19/2026,6:30:00 PM,Northern California,Pleasure Point Second Peak,3.5,3.5,,,Online Cam,Garrett,
5/19/2026,6:30:00 PM,Northern California,Pleasure Point First Peak,3.5,3.5,,,Online Cam,Garrett,
5/19/2026,6:30:00 PM,Northern California,Pleasure Point Sewers,4,3.5,,,Online Cam,Garrett,
5/20/2026,8:00:00 AM,Northern California,Pleasure Point Second Peak,2.5,3.5,,,Online Cam,Garrett,
5/20/2026,8:00:00 AM,Northern California,Pleasure Point First Peak,2.5,3.5,,,Online Cam,Garrett,
5/20/2026,8:00:00 AM,Northern California,Pleasure Point Sewers,3.5,3.5,,,Online Cam,Garrett,
5/20/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,3,3.5,,,Online Cam,Garrett,
5/20/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,3,3.5,,,Online Cam,Garrett,
5/20/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,3.5,3.5,,,Online Cam,Garrett,
5/20/2026,6:30:00 PM,Northern California,Pleasure Point Second Peak,3,3.5,,,Online Cam,Garrett,
5/20/2026,6:30:00 PM,Northern California,Pleasure Point First Peak,3,3.5,,,Online Cam,Garrett,
5/20/2026,6:30:00 PM,Northern California,Pleasure Point Sewers,3,2.5,,,Online Cam,Garrett,
5/21/2026,8:00:00 AM,Northern California,Pleasure Point Second Peak,1.5,2.5,,,Online Cam,Garrett,
5/21/2026,8:00:00 AM,Northern California,Pleasure Point First Peak,2,2.5,,,Online Cam,Garrett,
5/21/2026,8:00:00 AM,Northern California,Pleasure Point Sewers,2.5,2.5,,,Online Cam,Garrett,
5/21/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,2.5,2.5,,,Online Cam,Garrett,
5/21/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,3,2.5,,,Online Cam,Garrett,
5/21/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,3,2.5,,,Online Cam,Garrett,
5/21/2026,6:30:00 PM,Northern California,Pleasure Point Second Peak,2.5,2.5,,,Online Cam,Garrett,
5/21/2026,6:30:00 PM,Northern California,Pleasure Point First Peak,2.5,2.5,,,Online Cam,Garrett,
5/21/2026,6:30:00 PM,Northern California,Pleasure Point Sewers,3,2.5,,,Online Cam,Garrett,
5/22/2026,8:00:00 AM,Northern California,Pleasure Point Second Peak,1.5,2.5,,,Online Cam,Garrett,
5/22/2026,8:00:00 AM,Northern California,Pleasure Point First Peak,2,2.5,,,Online Cam,Garrett,
5/22/2026,8:00:00 AM,Northern California,Pleasure Point Sewers,2.5,2.5,,,Online Cam,Garrett,
5/22/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,2,2.5,,,Online Cam,Garrett,
5/22/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,2.5,2.5,,,Online Cam,Garrett,
5/22/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,3,2.5,,,Online Cam,Garrett,
5/22/2026,6:30:00 PM,Northern California,Pleasure Point Second Peak,2.5,2.5,,,Online Cam,Garrett,
5/22/2026,6:30:00 PM,Northern California,Pleasure Point First Peak,2.5,2.5,,,Online Cam,Garrett,
5/22/2026,6:30:00 PM,Northern California,Pleasure Point Sewers,3,2.5,,,Online Cam,Garrett,
5/23/2026,8:00:00 AM,Northern California,Pleasure Point Second Peak,2.5,2.5,,,Online Cam,Garrett,
5/23/2026,8:00:00 AM,Northern California,Pleasure Point First Peak,2.5,2.5,,,Online Cam,Garrett,
5/23/2026,8:00:00 AM,Northern California,Pleasure Point Sewers,3,2.5,,,Online Cam,Garrett,
5/23/2026,2:00:00 PM,Northern California,Pleasure Point Second Peak,1.5,2.5,,,Online Cam,Garrett,
5/23/2026,2:00:00 PM,Northern California,Pleasure Point First Peak,1.5,2.5,,,Online Cam,Garrett,
5/23/2026,2:00:00 PM,Northern California,Pleasure Point Sewers,2.5,2.5,,,Online Cam,Garrett,
5/19/2026,8:00:00 AM,Northern California,26th Ave,2.5,2.5,,,Online Cam,Garrett,
5/19/2026,2:00:00 PM,Northern California,26th Ave,1,3.5,,,Online Cam,Garrett,
5/19/2026,6:30:00 PM,Northern California,26th Ave,2,3.5,,,Online Cam,Garrett,
5/20/2026,8:00:00 AM,Northern California,26th Ave,2,3.5,,,Online Cam,Garrett,
5/20/2026,2:00:00 PM,Northern California,26th Ave,1,3.5,,,Online Cam,Garrett,
5/20/2026,6:30:00 PM,Northern California,26th Ave,2,4.5,,,Online Cam,Garrett,
5/21/2026,8:00:00 AM,Northern California,26th Ave,2.5,3.5,,,Online Cam,Garrett,
5/21/2026,2:00:00 PM,Northern California,26th Ave,2.5,3.5,,,Online Cam,Garrett,
5/21/2026,6:30:00 PM,Northern California,26th Ave,2,3.5,,,Online Cam,Garrett,
5/22/2026,8:00:00 AM,Northern California,26th Ave,1.5,3.5,,,Online Cam,Garrett,
5/22/2026,2:00:00 PM,Northern California,26th Ave,3,3.5,,,Online Cam,Garrett,
5/22/2026,6:30:00 PM,Northern California,26th Ave,2,2.5,,,Online Cam,Garrett,
5/23/2026,8:00:00 AM,Northern California,26th Ave,2.5,2.5,,,Online Cam,Garrett,
5/23/2026,2:00:00 PM,Northern California,26th Ave,2.5,2.5,,,Online Cam,Garrett,
5/19/2026,8:00:00 AM,Northern California,Cowells,0.5,0.5,,,Online Cam,Garrett,
5/19/2026,2:00:00 PM,Northern California,Cowells,0,0.5,,,Online Cam,Garrett,
5/19/2026,6:30:00 PM,Northern California,Cowells,0,0.5,,,Online Cam,Garrett,
5/20/2026,8:00:00 AM,Northern California,Cowells,0.5,0.5,,,Online Cam,Garrett,
5/20/2026,2:00:00 PM,Northern California,Cowells,0,0.5,,,Online Cam,Garrett,
5/20/2026,6:30:00 PM,Northern California,Cowells,0,0.5,,,Online Cam,Garrett,
5/21/2026,2:00:00 PM,Northern California,Cowells,0.5,0.5,,,Online Cam,Garrett,
5/21/2026,6:30:00 PM,Northern California,Cowells,0,0.5,,,Online Cam,Garrett,
5/22/2026,8:00:00 AM,Northern California,Cowells,0,0.5,,,Online Cam,Garrett,
5/22/2026,2:00:00 PM,Northern California,Cowells,0,0.5,,,Online Cam,Garrett,
5/22/2026,6:30:00 PM,Northern California,Cowells,0,0.5,,,Online Cam,Garrett,
5/23/2026,8:00:00 AM,Northern California,Cowells,0,0.5,,,Online Cam,Garrett,
5/23/2026,2:00:00 PM,Northern California,Cowells,0,0.5,,,Online Cam,Garrett,
5/19/2026,8:00:00 AM,Northern California,Steamer Lane Indicators,1,,,,Online Cam,Garrett,
5/19/2026,8:00:00 AM,Northern California,Steamer Lane Middle Peak,3.5,3.5,,,Online Cam,Garrett,
5/19/2026,8:00:00 AM,Northern California,Steamer Lane Point,3,3.5,,,Online Cam,Garrett,
5/19/2026,2:00:00 PM,Northern California,Steamer Lane Indicators,1.5,,,,Online Cam,Garrett,
5/19/2026,2:00:00 PM,Northern California,Steamer Lane Middle Peak,4.5,3.5,,,Online Cam,Garrett,
5/19/2026,2:00:00 PM,Northern California,Steamer Lane Point,3,3.5,,,Online Cam,Garrett,
5/19/2026,6:30:00 PM,Northern California,Steamer Lane Indicators,1.5,,,,Online Cam,Garrett,
5/19/2026,6:30:00 PM,Northern California,Steamer Lane Middle Peak,3.5,4.5,,,Online Cam,Garrett,
