Date,Time,Region,Spot,Wave_Height_ft,Surfline_Wave_Height_ft,Wind_Direction,Wind_Strength_mph,Observation_Type,Entered_By,Notes
6/9/2026,1:00:00 PM,Northern California,Ocean Beach Central,3.5,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Ocean Beach Central,4,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Ocean Beach Central,4.5,,,,Online Cam,Garrett,
6/9/2026,10:00:00 AM,Northern California,Ocean Beach North,3,,,,Online Cam,Garrett,
6/9/2026,1:00:00 PM,Northern California,Ocean Beach North,5,,,,Online Cam,Garrett,
6/9/2026,3:00:00 PM,Northern California,Ocean Beach North,6,,,,Online Cam,Garrett,
6/9/2026,7:00:00 PM,Northern California,Ocean Beach North,6,,,,Online Cam,Garrett,
6/10/2026,2:00:00 PM,Northern California,Waddell Reef,5,,,,Standing on Shore,Garrett,
6/10/2026,2:00:00 PM,Northern California,Waddell Beach,4.5,,,,Standing on Shore,Garrett,
6/10/2026,2:00:00 PM,Northern California,Ano Nuevo,8,,,,Standing on Shore,Garrett,
6/10/2026,2:00:00 PM,Northern California,Scott Creek,6,,,,Standing on Shore,Garrett,
6/10/2026,2:00:00 PM,Northern California,Davenport Landing,4.5,,,,Standing on Shore,Garrett,
6/10/2026,2:00:00 PM,Northern California,4 Mile,7.5,,,,Standing on Shore,Garrett,
6/10/2026,2:00:00 PM,Northern California,Natural Bridges,7,,,,Standing on Shore,Garrett,
6/10/2026,2:00:00 PM,Northern California,Swift Street,6,,,,Standing on Shore,Garrett,
6/10/2026,7:00:00 AM,Northern California,Manresa,3.5,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Manresa,4,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Manresa,4.5,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Capitola,2.5,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Capitola,2.75,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Capitola,2,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Privates,3.5,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Privates,4,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Privates,1.5,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Pleasure Point The Hook,4.5,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Pleasure Point The Hook,4.5,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Pleasure Point The Hook,3.5,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Pleasure Point Jacks,4.5,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Pleasure Point Jacks,4.5,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Pleasure Point Jacks,3,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Pleasure Point Second Peak,5,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Pleasure Point Second Peak,5,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Pleasure Point Second Peak,4.5,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Pleasure Point First Peak,5.5,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Pleasure Point First Peak,5.5,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Pleasure Point First Peak,5.5,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Pleasure Point Sewers,6.5,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Pleasure Point Sewers,7,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Pleasure Point Sewers,5.5,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,26th Ave,5.5,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,26th Ave,6,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,26th Ave,5,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Cowells,1.5,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Cowells,2.5,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Cowells,0,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Steamer Lane Point,10,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Steamer Lane Point,10,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Steamer Lane Point,9,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Steamer Lane Middle Peak,10,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Steamer Lane Middle Peak,10,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Steamer Lane Middle Peak,0,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Steamer Lane Indicators,2,,,,,,
6/10/2026,11:30:00 AM,Northern California,Steamer Lane Indicators,3,,,,,,
6/10/2026,6:00:00 PM,Northern California,Steamer Lane Indicators,2,,,,,,
6/10/2026,7:00:00 AM,Northern California,Mitchell's,6,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Mitchell's,7.5,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Mitchell's,5,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Pacifica Linda Mar,4,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Pacifica Linda Mar,3.5,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Pacifica Linda Mar,3,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Pacifica Linda Mar North,4.5,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Pacifica Linda Mar North,5,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Pacifica Linda Mar North,4.5,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Ocean Beach South,4.5,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Ocean Beach South,5,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Ocean Beach South,4.5,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Ocean Beach Central,4.5,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Ocean Beach Central,5.5,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Ocean Beach Central,5.5,,,,Online Cam,Garrett,
6/10/2026,7:00:00 AM,Northern California,Ocean Beach North,5,,,,Online Cam,Garrett,
6/10/2026,11:30:00 AM,Northern California,Ocean Beach North,4.5,,,,Online Cam,Garrett,
6/10/2026,6:00:00 PM,Northern California,Ocean Beach North,4,,,,Online Cam,Garrett,
